MovementID,MovementDate,ProductID,MovementType,Quantity,LocationID
MOVE006187,2025-06-15,PROD0138,IN,60,LOC04
MOVE006188,2025-05-16,PROD0011,IN,48,LOC01
MOVE006189,2025-06-19,PROD0128,OUT,39,LOC04
MOVE006190,2025-04-28,PROD0075,OUT,43,LOC01
MOVE006191,2025-06-26,PROD0052,IN,36,LOC03
MOVE006192,2025-06-01,PROD0004,OUT,19,LOC02
MOVE006193,2024-04-23,PROD0004,IN,185,LOC05
MOVE006194,2024-10-14,PROD0133,OUT,22,LOC02
MOVE006195,2024-06-17,PROD0129,OUT,13,LOC05
MOVE006196,2024-11-01,PROD0014,IN,99,LOC05
MOVE006197,2024-08-20,PROD0129,IN,197,LOC02
MOVE006198,2024-02-10,PROD0034,IN,41,LOC02
MOVE006199,2024-09-03,PROD0056,OUT,33,LOC03
MOVE006200,2024-08-15,PROD0125,OUT,37,LOC02
MOVE006201,2025-04-23,PROD0113,IN,142,LOC05
MOVE006202,2024-04-01,PROD0080,IN,172,LOC02
MOVE006203,2024-10-09,PROD0066,IN,170,LOC02
MOVE006204,2024-03-24,PROD0031,IN,131,LOC05
MOVE006205,2024-07-03,PROD0104,OUT,33,LOC03
MOVE006206,2024-07-18,PROD0089,OUT,16,LOC03
MOVE006207,2024-09-24,PROD0095,IN,40,LOC03
MOVE006208,2024-03-20,PROD0072,IN,86,LOC05
MOVE006209,2024-03-23,PROD0144,IN,192,LOC05
MOVE006210,2024-01-17,PROD0067,IN,62,LOC02
MOVE006211,2024-04-23,PROD0042,OUT,17,LOC02
MOVE006212,2025-05-15,PROD0069,OUT,28,LOC04
MOVE006213,2025-06-09,PROD0118,OUT,30,LOC04
MOVE006214,2024-05-07,PROD0020,OUT,31,LOC03
MOVE006215,2024-07-23,PROD0081,IN,130,LOC05
MOVE006216,2024-12-08,PROD0086,IN,157,LOC01
MOVE006217,2024-04-16,PROD0038,IN,49,LOC03
MOVE006218,2024-02-25,PROD0069,OUT,6,LOC02
MOVE006219,2025-06-13,PROD0133,IN,138,LOC05
MOVE006220,2024-05-04,PROD0111,OUT,46,LOC01
MOVE006221,2024-07-30,PROD0058,IN,191,LOC04
MOVE006222,2024-05-29,PROD0089,OUT,35,LOC04
MOVE006223,2024-09-18,PROD0110,IN,115,LOC04
MOVE006224,2024-03-26,PROD0070,IN,55,LOC05
MOVE006225,2024-03-08,PROD0115,IN,22,LOC03
MOVE006226,2025-06-13,PROD0138,OUT,44,LOC01
MOVE006227,2024-05-28,PROD0043,IN,79,LOC05
MOVE006228,2024-11-22,PROD0142,OUT,31,LOC04
MOVE006229,2024-06-08,PROD0100,IN,163,LOC02
MOVE006230,2024-05-18,PROD0069,IN,123,LOC03
MOVE006231,2025-05-13,PROD0024,OUT,31,LOC03
MOVE006232,2025-01-24,PROD0034,IN,78,LOC01
MOVE006233,2024-07-02,PROD0039,IN,102,LOC01
MOVE006234,2025-03-11,PROD0007,OUT,46,LOC05
MOVE006235,2024-04-26,PROD0104,IN,162,LOC04
MOVE006236,2025-02-05,PROD0093,IN,150,LOC04
MOVE006237,2024-02-05,PROD0101,IN,71,LOC01
MOVE006238,2024-11-09,PROD0063,OUT,34,LOC05
MOVE006239,2025-05-26,PROD0066,IN,191,LOC05
MOVE006240,2024-09-03,PROD0028,IN,181,LOC05
MOVE006241,2024-06-18,PROD0033,IN,86,LOC01
MOVE006242,2025-05-02,PROD0097,IN,46,LOC01
MOVE006243,2025-06-19,PROD0065,IN,144,LOC02
MOVE006244,2024-12-07,PROD0049,OUT,37,LOC03
MOVE006245,2024-06-08,PROD0137,OUT,17,LOC02
MOVE006246,2025-03-01,PROD0038,OUT,26,LOC05
MOVE006247,2025-05-16,PROD0098,IN,112,LOC03
MOVE006248,2024-07-26,PROD0005,OUT,24,LOC03
MOVE006249,2024-05-18,PROD0075,OUT,38,LOC04
MOVE006250,2024-12-16,PROD0076,IN,119,LOC03
MOVE006251,2024-07-21,PROD0147,IN,134,LOC02
MOVE006252,2024-09-09,PROD0028,IN,163,LOC04
MOVE006253,2024-08-27,PROD0145,IN,75,LOC02
MOVE006254,2024-07-12,PROD0100,IN,68,LOC05
MOVE006255,2024-09-16,PROD0016,IN,180,LOC02
MOVE006256,2024-10-08,PROD0108,OUT,32,LOC05
MOVE006257,2024-12-05,PROD0061,IN,86,LOC05
MOVE006258,2024-06-21,PROD0041,IN,149,LOC03
MOVE006259,2025-01-28,PROD0052,OUT,20,LOC04
MOVE006260,2024-03-24,PROD0068,IN,174,LOC02
MOVE006261,2024-10-21,PROD0146,OUT,45,LOC03
MOVE006262,2024-01-19,PROD0001,IN,69,LOC01
MOVE006263,2024-04-17,PROD0015,OUT,39,LOC03
MOVE006264,2025-06-27,PROD0057,IN,108,LOC03
MOVE006265,2025-02-07,PROD0080,IN,170,LOC03
MOVE006266,2025-04-20,PROD0003,IN,129,LOC05
MOVE006267,2025-06-26,PROD0048,IN,119,LOC05
MOVE006268,2024-04-27,PROD0133,OUT,44,LOC02
MOVE006269,2024-12-24,PROD0065,OUT,47,LOC05
MOVE006270,2025-02-05,PROD0019,OUT,31,LOC01
MOVE006271,2024-02-25,PROD0121,OUT,22,LOC04
MOVE006272,2024-06-13,PROD0112,OUT,40,LOC04
MOVE006273,2025-03-11,PROD0024,IN,167,LOC04
MOVE006274,2024-09-24,PROD0082,OUT,15,LOC03
MOVE006275,2024-05-04,PROD0108,IN,70,LOC02
MOVE006276,2025-02-25,PROD0069,IN,140,LOC03
MOVE006277,2024-11-12,PROD0142,IN,153,LOC02
MOVE006278,2024-11-01,PROD0073,OUT,34,LOC02
MOVE006279,2025-05-06,PROD0050,IN,113,LOC01
MOVE006280,2025-06-23,PROD0042,IN,182,LOC04
MOVE006281,2024-07-13,PROD0048,OUT,17,LOC04
MOVE006282,2024-11-06,PROD0055,IN,152,LOC05
MOVE006283,2024-06-16,PROD0071,OUT,15,LOC03
MOVE006284,2025-05-30,PROD0139,OUT,46,LOC05
MOVE006285,2025-04-15,PROD0145,IN,23,LOC03
MOVE006286,2024-03-26,PROD0034,OUT,44,LOC05
MOVE006287,2024-12-22,PROD0109,IN,165,LOC03
MOVE006288,2024-08-14,PROD0007,OUT,10,LOC01
MOVE006289,2025-02-17,PROD0012,IN,43,LOC01
MOVE006290,2024-05-02,PROD0134,IN,29,LOC03
MOVE006291,2025-01-28,PROD0126,IN,121,LOC03
MOVE006292,2024-07-12,PROD0129,IN,100,LOC01
MOVE006293,2024-03-21,PROD0106,OUT,7,LOC05
MOVE006294,2025-01-22,PROD0018,IN,188,LOC05
MOVE006295,2025-03-12,PROD0049,OUT,16,LOC01
MOVE006296,2025-03-06,PROD0040,IN,197,LOC02
MOVE006297,2025-03-10,PROD0015,OUT,29,LOC03
MOVE006298,2025-05-15,PROD0112,IN,114,LOC05
MOVE006299,2024-10-02,PROD0059,OUT,22,LOC03
MOVE006300,2025-03-14,PROD0049,IN,138,LOC01
MOVE006301,2025-03-26,PROD0001,OUT,11,LOC04
MOVE006302,2024-03-03,PROD0135,OUT,47,LOC01
MOVE006303,2024-06-02,PROD0133,IN,186,LOC05
MOVE006304,2024-12-24,PROD0058,IN,141,LOC02
MOVE006305,2025-06-14,PROD0114,OUT,48,LOC03
MOVE006306,2024-12-11,PROD0121,IN,38,LOC01
MOVE006307,2025-01-17,PROD0088,IN,39,LOC05
MOVE006308,2024-08-13,PROD0015,OUT,18,LOC02
MOVE006309,2024-10-30,PROD0108,IN,92,LOC02
MOVE006310,2025-04-14,PROD0014,IN,85,LOC04
MOVE006311,2025-02-01,PROD0002,OUT,7,LOC03
MOVE006312,2025-05-22,PROD0091,IN,127,LOC05
MOVE006313,2024-04-06,PROD0033,IN,104,LOC05
MOVE006314,2024-03-07,PROD0128,OUT,5,LOC05
MOVE006315,2025-06-26,PROD0085,OUT,41,LOC02
MOVE006316,2024-09-04,PROD0030,IN,71,LOC05
MOVE006317,2024-02-22,PROD0096,IN,152,LOC01
MOVE006318,2024-03-10,PROD0013,IN,185,LOC05
MOVE006319,2024-10-11,PROD0116,OUT,6,LOC02
MOVE006320,2024-04-18,PROD0035,IN,22,LOC02
MOVE006321,2025-01-13,PROD0121,IN,190,LOC05
MOVE006322,2024-07-25,PROD0085,IN,167,LOC04
MOVE006323,2024-01-06,PROD0015,OUT,43,LOC04
MOVE006324,2024-06-20,PROD0010,IN,106,LOC02
MOVE006325,2024-03-17,PROD0084,IN,195,LOC03
MOVE006326,2024-04-16,PROD0094,OUT,27,LOC03
MOVE006327,2024-12-07,PROD0041,IN,130,LOC04
MOVE006328,2024-09-12,PROD0013,IN,84,LOC05
MOVE006329,2024-06-05,PROD0064,OUT,3,LOC03
MOVE006330,2024-12-24,PROD0022,IN,104,LOC01
MOVE006331,2024-06-03,PROD0079,OUT,47,LOC04
MOVE006332,2024-09-03,PROD0051,IN,36,LOC05
MOVE006333,2025-03-05,PROD0144,OUT,40,LOC02
MOVE006334,2024-12-02,PROD0011,OUT,38,LOC02
MOVE006335,2024-06-07,PROD0003,OUT,24,LOC01
MOVE006336,2025-06-27,PROD0120,IN,81,LOC01
MOVE006337,2024-06-14,PROD0048,OUT,6,LOC04
MOVE006338,2024-12-14,PROD0139,OUT,32,LOC01
MOVE006339,2024-05-10,PROD0048,OUT,49,LOC02
MOVE006340,2024-12-11,PROD0014,IN,153,LOC05
MOVE006341,2024-10-28,PROD0081,IN,155,LOC05
MOVE006342,2025-02-20,PROD0004,IN,150,LOC03
MOVE006343,2025-03-24,PROD0043,IN,152,LOC01
MOVE006344,2024-10-12,PROD0009,IN,75,LOC02
MOVE006345,2024-11-21,PROD0047,OUT,21,LOC05
MOVE006346,2024-11-12,PROD0125,OUT,40,LOC03
MOVE006347,2025-06-15,PROD0138,IN,78,LOC04
MOVE006348,2024-11-21,PROD0125,OUT,17,LOC05
MOVE006349,2024-03-03,PROD0058,OUT,30,LOC01
MOVE006350,2025-02-21,PROD0131,OUT,10,LOC01
MOVE006351,2024-02-03,PROD0126,IN,165,LOC04
MOVE006352,2024-10-21,PROD0032,IN,156,LOC03
MOVE006353,2024-09-27,PROD0054,OUT,37,LOC05
MOVE006354,2025-05-24,PROD0004,OUT,16,LOC03
MOVE006355,2025-06-21,PROD0042,OUT,17,LOC01
MOVE006356,2025-06-28,PROD0143,OUT,31,LOC02
MOVE006357,2024-06-01,PROD0060,OUT,29,LOC04
MOVE006358,2024-12-10,PROD0106,OUT,33,LOC05
MOVE006359,2024-03-10,PROD0099,OUT,38,LOC02
MOVE006360,2024-06-30,PROD0058,IN,109,LOC01
MOVE006361,2024-04-23,PROD0077,IN,64,LOC04
MOVE006362,2025-05-10,PROD0044,IN,172,LOC05
MOVE006363,2024-07-01,PROD0063,IN,70,LOC04
MOVE006364,2024-01-27,PROD0108,OUT,33,LOC04
MOVE006365,2025-01-04,PROD0091,IN,23,LOC03
MOVE006366,2025-03-15,PROD0107,IN,78,LOC05
MOVE006367,2024-08-24,PROD0009,IN,126,LOC01
MOVE006368,2025-01-12,PROD0021,OUT,21,LOC03
MOVE006369,2024-05-23,PROD0014,OUT,2,LOC03
MOVE006370,2024-01-24,PROD0063,OUT,19,LOC04
MOVE006371,2024-02-17,PROD0128,IN,117,LOC03
MOVE006372,2024-02-08,PROD0111,IN,190,LOC02
MOVE006373,2024-04-30,PROD0123,IN,136,LOC04
MOVE006374,2025-03-13,PROD0002,OUT,15,LOC03
MOVE006375,2024-03-14,PROD0140,OUT,20,LOC02
MOVE006376,2024-08-15,PROD0139,OUT,30,LOC05
MOVE006377,2024-07-05,PROD0085,IN,69,LOC05
MOVE006378,2025-05-19,PROD0100,IN,141,LOC02
MOVE006379,2024-10-03,PROD0085,IN,192,LOC03
MOVE006380,2024-12-20,PROD0081,IN,132,LOC03
MOVE006381,2024-10-08,PROD0018,OUT,9,LOC01
MOVE006382,2025-06-28,PROD0120,IN,52,LOC04
MOVE006383,2025-01-19,PROD0149,OUT,45,LOC01
MOVE006384,2024-11-26,PROD0070,OUT,8,LOC02
MOVE006385,2024-09-16,PROD0001,OUT,9,LOC04
MOVE006386,2024-01-20,PROD0017,OUT,2,LOC03
MOVE006387,2024-12-26,PROD0023,IN,29,LOC05
MOVE006388,2025-06-21,PROD0036,OUT,25,LOC03
MOVE006389,2025-05-09,PROD0043,OUT,31,LOC01
MOVE006390,2024-10-22,PROD0079,OUT,27,LOC01
MOVE006391,2024-12-09,PROD0091,IN,103,LOC05
MOVE006392,2024-11-13,PROD0147,OUT,8,LOC03
MOVE006393,2025-02-24,PROD0094,IN,168,LOC05
MOVE006394,2025-02-13,PROD0132,OUT,49,LOC05
MOVE006395,2025-04-08,PROD0021,IN,98,LOC01
MOVE006396,2025-05-01,PROD0088,IN,47,LOC02
MOVE006397,2025-04-08,PROD0123,IN,101,LOC01
MOVE006398,2024-12-02,PROD0071,IN,80,LOC05
MOVE006399,2024-12-14,PROD0130,IN,107,LOC03
MOVE006400,2024-01-20,PROD0116,OUT,8,LOC05
MOVE006401,2024-08-02,PROD0052,OUT,47,LOC01
MOVE006402,2024-07-31,PROD0080,IN,148,LOC02
MOVE006403,2025-01-21,PROD0039,OUT,50,LOC01
MOVE006404,2025-05-24,PROD0040,IN,30,LOC01
MOVE006405,2024-02-16,PROD0148,OUT,4,LOC03
MOVE006406,2024-04-16,PROD0138,IN,126,LOC01
MOVE006407,2024-07-20,PROD0020,OUT,36,LOC02
MOVE006408,2025-02-27,PROD0138,IN,43,LOC01
MOVE006409,2025-02-17,PROD0096,IN,124,LOC05
MOVE006410,2024-11-27,PROD0027,IN,194,LOC02
MOVE006411,2025-02-11,PROD0026,OUT,35,LOC02
MOVE006412,2025-06-13,PROD0125,OUT,38,LOC01
MOVE006413,2025-05-23,PROD0043,IN,57,LOC04
MOVE006414,2024-11-09,PROD0076,OUT,28,LOC05
MOVE006415,2024-05-28,PROD0129,OUT,37,LOC01
MOVE006416,2024-09-08,PROD0042,IN,92,LOC05
MOVE006417,2024-11-04,PROD0118,IN,174,LOC05
MOVE006418,2024-12-06,PROD0107,OUT,35,LOC01
MOVE006419,2024-11-01,PROD0022,OUT,38,LOC03
MOVE006420,2024-02-04,PROD0089,IN,134,LOC05
MOVE006421,2024-08-21,PROD0043,IN,69,LOC03
MOVE006422,2024-01-17,PROD0089,OUT,16,LOC04
MOVE006423,2024-04-11,PROD0026,IN,25,LOC04
MOVE006424,2024-05-17,PROD0055,OUT,26,LOC04
MOVE006425,2024-07-19,PROD0011,OUT,43,LOC05
MOVE006426,2025-06-06,PROD0105,IN,82,LOC01
MOVE006427,2024-12-22,PROD0073,OUT,2,LOC02
MOVE006428,2025-03-16,PROD0139,IN,180,LOC02
MOVE006429,2025-03-20,PROD0097,IN,144,LOC01
MOVE006430,2024-04-03,PROD0078,IN,153,LOC02
MOVE006431,2024-07-31,PROD0092,OUT,25,LOC05
MOVE006432,2024-07-25,PROD0005,OUT,18,LOC05
MOVE006433,2024-07-09,PROD0128,OUT,15,LOC04
MOVE006434,2024-11-14,PROD0021,IN,62,LOC05
MOVE006435,2025-05-11,PROD0083,IN,45,LOC05
MOVE006436,2024-01-31,PROD0001,IN,162,LOC03
MOVE006437,2025-01-17,PROD0103,IN,114,LOC05
MOVE006438,2024-08-22,PROD0017,IN,190,LOC02
MOVE006439,2025-03-26,PROD0122,IN,85,LOC04
MOVE006440,2024-05-10,PROD0113,OUT,20,LOC02
MOVE006441,2024-02-15,PROD0136,OUT,5,LOC04
MOVE006442,2024-10-26,PROD0008,OUT,24,LOC01
MOVE006443,2025-06-22,PROD0003,OUT,29,LOC02
MOVE006444,2024-07-19,PROD0014,OUT,13,LOC03
MOVE006445,2024-09-26,PROD0038,OUT,31,LOC05
MOVE006446,2024-08-29,PROD0105,OUT,12,LOC05
MOVE006447,2025-04-25,PROD0004,OUT,47,LOC01
MOVE006448,2024-05-06,PROD0100,OUT,10,LOC03
MOVE006449,2024-04-26,PROD0136,OUT,4,LOC03
MOVE006450,2024-06-15,PROD0019,IN,75,LOC05
MOVE006451,2025-02-26,PROD0035,IN,186,LOC02
MOVE006452,2024-06-01,PROD0035,IN,125,LOC05
MOVE006453,2025-01-17,PROD0021,IN,174,LOC04
MOVE006454,2024-02-28,PROD0114,IN,165,LOC01
MOVE006455,2024-03-01,PROD0078,IN,56,LOC03
MOVE006456,2024-11-19,PROD0007,OUT,27,LOC02
MOVE006457,2025-04-15,PROD0068,IN,88,LOC02
MOVE006458,2024-05-15,PROD0001,IN,139,LOC03
MOVE006459,2024-01-24,PROD0056,OUT,9,LOC01
MOVE006460,2025-03-13,PROD0031,IN,100,LOC03
MOVE006461,2025-05-10,PROD0068,OUT,6,LOC03
MOVE006462,2025-06-10,PROD0052,IN,94,LOC03
MOVE006463,2024-03-04,PROD0140,OUT,50,LOC03
MOVE006464,2024-11-02,PROD0074,IN,66,LOC04
MOVE006465,2024-02-06,PROD0146,IN,152,LOC02
MOVE006466,2024-09-27,PROD0110,IN,164,LOC04
MOVE006467,2024-08-23,PROD0084,OUT,13,LOC05
MOVE006468,2024-08-27,PROD0046,OUT,36,LOC03
MOVE006469,2024-08-13,PROD0092,OUT,46,LOC04
MOVE006470,2025-02-26,PROD0041,IN,39,LOC02
MOVE006471,2024-09-14,PROD0005,IN,41,LOC04
MOVE006472,2025-03-17,PROD0103,OUT,13,LOC01
MOVE006473,2024-08-15,PROD0134,OUT,6,LOC03
MOVE006474,2024-03-27,PROD0089,OUT,3,LOC05
MOVE006475,2024-12-05,PROD0035,IN,109,LOC01
MOVE006476,2025-04-28,PROD0012,IN,153,LOC02
MOVE006477,2024-02-02,PROD0127,IN,43,LOC04
MOVE006478,2024-07-26,PROD0013,IN,67,LOC05
MOVE006479,2024-11-03,PROD0113,OUT,41,LOC03
MOVE006480,2024-06-29,PROD0020,IN,25,LOC03
MOVE006481,2025-03-18,PROD0097,OUT,10,LOC03
MOVE006482,2024-04-03,PROD0106,IN,82,LOC05
MOVE006483,2024-11-11,PROD0033,OUT,46,LOC01
MOVE006484,2025-03-28,PROD0101,IN,86,LOC01
MOVE006485,2024-10-28,PROD0003,IN,192,LOC03
MOVE006486,2024-11-26,PROD0142,IN,74,LOC01
MOVE006487,2024-11-25,PROD0110,IN,116,LOC05
MOVE006488,2024-08-08,PROD0105,IN,92,LOC01
MOVE006489,2024-09-29,PROD0099,IN,50,LOC04
MOVE006490,2024-02-28,PROD0072,IN,64,LOC02
MOVE006491,2025-02-10,PROD0119,IN,44,LOC05
MOVE006492,2024-12-16,PROD0122,IN,113,LOC03
MOVE006493,2025-04-19,PROD0148,OUT,6,LOC04
MOVE006494,2024-08-15,PROD0068,OUT,36,LOC02
MOVE006495,2024-03-21,PROD0055,OUT,48,LOC05
MOVE006496,2025-03-28,PROD0117,IN,134,LOC01
MOVE006497,2024-04-02,PROD0064,OUT,5,LOC03
MOVE006498,2024-04-26,PROD0141,IN,58,LOC03
MOVE006499,2024-07-03,PROD0004,IN,132,LOC01
MOVE006500,2024-04-21,PROD0036,OUT,9,LOC03
MOVE006501,2025-01-09,PROD0035,OUT,40,LOC01
MOVE006502,2024-07-23,PROD0063,IN,191,LOC02
MOVE006503,2024-08-26,PROD0081,IN,163,LOC02
MOVE006504,2024-10-15,PROD0083,IN,125,LOC02
MOVE006505,2024-12-07,PROD0004,IN,66,LOC04
MOVE006506,2024-08-24,PROD0064,IN,99,LOC05
MOVE006507,2025-03-19,PROD0140,OUT,22,LOC02
MOVE006508,2024-10-30,PROD0018,IN,169,LOC05
MOVE006509,2024-07-23,PROD0062,IN,175,LOC02
MOVE006510,2024-02-12,PROD0055,OUT,6,LOC04
MOVE006511,2024-10-24,PROD0008,IN,95,LOC03
MOVE006512,2024-07-08,PROD0002,OUT,32,LOC02
MOVE006513,2024-08-04,PROD0061,IN,51,LOC03
MOVE006514,2025-04-08,PROD0138,IN,95,LOC04
MOVE006515,2025-02-26,PROD0020,IN,78,LOC05
MOVE006516,2024-08-28,PROD0071,IN,23,LOC03
MOVE006517,2024-10-23,PROD0046,IN,91,LOC03
MOVE006518,2024-10-23,PROD0039,IN,97,LOC01
MOVE006519,2024-04-27,PROD0132,IN,52,LOC03
MOVE006520,2024-09-23,PROD0005,IN,189,LOC02
MOVE006521,2024-07-15,PROD0030,OUT,27,LOC04
MOVE006522,2024-09-21,PROD0070,IN,41,LOC05
MOVE006523,2025-05-14,PROD0108,OUT,33,LOC02
MOVE006524,2025-02-09,PROD0132,IN,45,LOC02
MOVE006525,2024-05-22,PROD0073,IN,44,LOC01
MOVE006526,2024-07-26,PROD0034,OUT,19,LOC01
MOVE006527,2024-10-19,PROD0016,OUT,13,LOC01
MOVE006528,2024-09-14,PROD0096,OUT,28,LOC03
MOVE006529,2024-02-23,PROD0049,OUT,44,LOC04
MOVE006530,2025-03-03,PROD0090,IN,90,LOC01
MOVE006531,2024-10-09,PROD0145,IN,99,LOC01
MOVE006532,2024-02-29,PROD0035,IN,166,LOC01
MOVE006533,2024-02-07,PROD0025,IN,177,LOC03
MOVE006534,2024-03-05,PROD0022,IN,120,LOC01
MOVE006535,2024-08-30,PROD0101,IN,130,LOC01
MOVE006536,2025-05-12,PROD0016,IN,133,LOC04
MOVE006537,2024-09-30,PROD0137,IN,193,LOC01
MOVE006538,2025-05-30,PROD0038,IN,43,LOC02
MOVE006539,2024-10-03,PROD0107,OUT,16,LOC03
MOVE006540,2024-03-23,PROD0017,OUT,18,LOC04
MOVE006541,2024-05-15,PROD0010,IN,136,LOC04
MOVE006542,2025-05-03,PROD0056,IN,90,LOC04
MOVE006543,2025-04-19,PROD0054,IN,42,LOC01
MOVE006544,2024-02-23,PROD0012,IN,110,LOC03
MOVE006545,2025-05-25,PROD0021,IN,81,LOC01
MOVE006546,2024-11-24,PROD0116,IN,76,LOC01
MOVE006547,2024-10-31,PROD0138,IN,124,LOC01
MOVE006548,2025-02-14,PROD0106,IN,148,LOC04
MOVE006549,2024-05-03,PROD0014,OUT,18,LOC05
MOVE006550,2024-05-11,PROD0059,IN,162,LOC04
MOVE006551,2024-01-23,PROD0017,IN,160,LOC05
MOVE006552,2024-01-16,PROD0079,OUT,31,LOC02
MOVE006553,2024-04-03,PROD0101,OUT,5,LOC03
MOVE006554,2025-02-20,PROD0146,IN,109,LOC05
MOVE006555,2025-05-24,PROD0057,OUT,50,LOC05
MOVE006556,2024-04-26,PROD0142,IN,133,LOC05
MOVE006557,2025-05-07,PROD0144,OUT,20,LOC02
MOVE006558,2024-02-21,PROD0140,IN,85,LOC01
MOVE006559,2024-07-06,PROD0090,IN,130,LOC03
MOVE006560,2025-03-08,PROD0033,IN,62,LOC04
MOVE006561,2025-01-17,PROD0060,IN,74,LOC01
MOVE006562,2024-08-31,PROD0011,IN,162,LOC01
MOVE006563,2024-02-27,PROD0044,IN,26,LOC04
MOVE006564,2024-07-23,PROD0030,IN,41,LOC01
MOVE006565,2024-11-30,PROD0030,IN,77,LOC01
MOVE006566,2024-12-22,PROD0101,IN,67,LOC03
MOVE006567,2024-01-21,PROD0017,OUT,42,LOC01
MOVE006568,2025-01-20,PROD0070,IN,48,LOC02
MOVE006569,2024-12-16,PROD0105,OUT,1,LOC04
MOVE006570,2024-11-25,PROD0114,IN,95,LOC03
MOVE006571,2024-12-02,PROD0098,OUT,11,LOC02
MOVE006572,2025-02-13,PROD0064,IN,112,LOC03
MOVE006573,2025-05-19,PROD0092,IN,188,LOC02
MOVE006574,2024-02-26,PROD0066,IN,89,LOC02
MOVE006575,2024-12-24,PROD0100,OUT,31,LOC05
MOVE006576,2024-11-17,PROD0084,OUT,23,LOC02
MOVE006577,2025-06-12,PROD0074,IN,70,LOC04
MOVE006578,2024-04-16,PROD0014,IN,140,LOC04
MOVE006579,2024-08-03,PROD0035,OUT,39,LOC05
MOVE006580,2024-06-12,PROD0096,IN,129,LOC01
MOVE006581,2024-02-01,PROD0085,IN,138,LOC03
MOVE006582,2024-03-22,PROD0066,IN,65,LOC05
MOVE006583,2024-11-07,PROD0088,IN,129,LOC03
MOVE006584,2024-09-04,PROD0108,IN,91,LOC03
MOVE006585,2024-03-14,PROD0024,OUT,48,LOC01
MOVE006586,2025-06-14,PROD0031,IN,120,LOC04
MOVE006587,2024-08-01,PROD0022,IN,153,LOC05
MOVE006588,2024-11-26,PROD0106,IN,108,LOC01
MOVE006589,2024-05-20,PROD0100,IN,144,LOC03
MOVE006590,2025-05-18,PROD0104,IN,26,LOC04
MOVE006591,2025-02-07,PROD0146,IN,87,LOC03
MOVE006592,2024-07-09,PROD0075,IN,168,LOC01
MOVE006593,2025-03-15,PROD0092,IN,164,LOC01
MOVE006594,2025-04-14,PROD0103,IN,62,LOC01
MOVE006595,2024-05-18,PROD0065,OUT,14,LOC01
MOVE006596,2025-06-22,PROD0041,IN,59,LOC01
MOVE006597,2024-03-25,PROD0129,IN,90,LOC02
MOVE006598,2025-06-22,PROD0065,OUT,34,LOC02
MOVE006599,2024-06-16,PROD0007,IN,24,LOC04
MOVE006600,2025-01-07,PROD0126,IN,168,LOC02
MOVE006601,2025-04-15,PROD0110,IN,131,LOC01
MOVE006602,2025-03-03,PROD0134,IN,140,LOC05
MOVE006603,2025-04-14,PROD0144,OUT,18,LOC01
MOVE006604,2024-12-10,PROD0088,IN,199,LOC02
MOVE006605,2024-04-16,PROD0111,IN,187,LOC03
MOVE006606,2024-04-07,PROD0061,IN,25,LOC02
MOVE006607,2025-04-14,PROD0111,OUT,22,LOC02
MOVE006608,2025-04-28,PROD0133,OUT,42,LOC05
MOVE006609,2025-05-15,PROD0061,OUT,15,LOC03
MOVE006610,2024-06-29,PROD0064,IN,189,LOC04
MOVE006611,2024-03-11,PROD0063,OUT,34,LOC05
MOVE006612,2024-07-12,PROD0029,IN,87,LOC02
MOVE006613,2024-07-22,PROD0029,IN,177,LOC04
MOVE006614,2024-11-11,PROD0051,OUT,45,LOC05
MOVE006615,2025-03-21,PROD0083,IN,153,LOC04
MOVE006616,2024-09-01,PROD0129,IN,66,LOC01
MOVE006617,2024-03-06,PROD0024,OUT,14,LOC05
MOVE006618,2025-04-12,PROD0113,OUT,8,LOC03
MOVE006619,2024-08-28,PROD0003,IN,41,LOC02
MOVE006620,2024-04-10,PROD0125,IN,154,LOC02
MOVE006621,2024-02-22,PROD0024,OUT,15,LOC05
MOVE006622,2025-01-18,PROD0007,OUT,3,LOC03
MOVE006623,2024-07-15,PROD0039,OUT,31,LOC02
MOVE006624,2024-06-21,PROD0065,OUT,26,LOC03
MOVE006625,2024-07-28,PROD0070,IN,103,LOC01
MOVE006626,2025-01-27,PROD0134,IN,118,LOC01
MOVE006627,2024-11-13,PROD0031,IN,112,LOC04
MOVE006628,2024-02-05,PROD0094,OUT,2,LOC04
MOVE006629,2025-04-08,PROD0074,IN,110,LOC05
MOVE006630,2024-03-19,PROD0113,IN,53,LOC04
MOVE006631,2024-09-09,PROD0076,IN,67,LOC04
MOVE006632,2024-07-25,PROD0017,IN,116,LOC02
MOVE006633,2025-01-10,PROD0018,OUT,8,LOC03
MOVE006634,2024-10-08,PROD0019,IN,93,LOC03
MOVE006635,2024-06-08,PROD0046,OUT,4,LOC01
MOVE006636,2024-01-20,PROD0100,OUT,49,LOC01
MOVE006637,2024-01-26,PROD0034,OUT,39,LOC05
MOVE006638,2024-06-11,PROD0025,IN,200,LOC01
MOVE006639,2024-10-20,PROD0097,OUT,15,LOC03
MOVE006640,2024-11-04,PROD0120,OUT,33,LOC03
MOVE006641,2024-04-20,PROD0094,OUT,16,LOC05
MOVE006642,2024-08-18,PROD0105,OUT,25,LOC03
MOVE006643,2024-04-17,PROD0041,OUT,30,LOC03
MOVE006644,2025-05-08,PROD0128,IN,63,LOC02
MOVE006645,2024-11-29,PROD0078,OUT,5,LOC05
