PurchaseID,ProductID,PurchaseDate,QuantityPurchased,CostOfPurchase,VendorInvoiceNumber
PUR3368,P2320,2025-03-12,175,82215.0,INV44033
PUR3369,P2320,2024-11-30,96,19030.08,INV47616
PUR3370,P2320,2025-02-28,146,14148.86,INV35311
PUR3371,P1334,2025-01-14,188,74034.4,INV11719
PUR3372,P1334,2024-08-21,151,1654.96,INV42036
PUR3373,P1137,2025-04-19,163,7985.37,INV90660
PUR3374,P1137,2024-07-19,174,54061.8,INV52867
PUR3375,P1137,2024-11-26,104,12091.04,INV72003
PUR3376,P1289,2025-02-15,131,25275.14,INV37659
PUR3377,P1289,2025-02-27,23,9808.35,INV10942
PUR3378,P1289,2024-12-15,105,41796.3,INV39077
PUR3379,P1557,2025-03-23,161,64078.0,INV24913
PUR3380,P1557,2024-09-15,137,59396.35,INV24448
PUR3381,P1557,2025-03-18,41,20435.63,INV23737
PUR3382,P1557,2024-11-01,11,4378.55,INV13218
PUR3383,P1557,2025-06-20,122,11163.0,INV70429
PUR3384,P2442,2025-06-27,57,18710.82,INV76375
PUR3385,P1386,2025-05-25,160,30284.8,INV89759
PUR3386,P1386,2025-03-10,73,26963.28,INV38673
PUR3387,P1386,2024-11-18,151,24469.55,INV57577
PUR3388,P2141,2025-07-03,14,3018.54,INV33183
PUR3389,P2141,2024-10-20,164,64032.16,INV76008
PUR3390,P2141,2024-08-13,32,12396.8,INV74740
PUR3391,P2141,2025-01-22,37,12097.15,INV44236
PUR3392,P1079,2025-02-22,171,1398.78,INV57205
PUR3393,P1079,2024-10-28,131,27274.2,INV73458
PUR3394,P1079,2024-09-03,200,64584.0,INV86808
PUR3395,P1079,2025-04-21,80,20564.0,INV64274
PUR3396,P1562,2024-10-10,25,4211.75,INV51655
PUR3397,P1562,2024-10-31,67,1091.43,INV91424
PUR3398,P2019,2024-12-09,43,10971.88,INV73231
PUR3399,P2019,2025-01-05,66,18670.74,INV96330
PUR3400,P2382,2024-08-08,37,7424.05,INV73180
PUR3401,P2382,2025-06-02,93,32417.01,INV50447
PUR3402,P2382,2024-08-12,39,10955.88,INV92992
PUR3403,P1431,2025-03-11,48,22985.76,INV21443
PUR3404,P1431,2025-06-28,173,9966.53,INV88491
PUR3405,P1431,2024-09-27,32,9437.76,INV52696
PUR3406,P1431,2024-11-17,12,2551.56,INV80758
PUR3407,P1205,2025-01-28,115,37800.5,INV42439
PUR3408,P1205,2025-07-04,29,4733.38,INV54437
PUR3409,P1257,2025-05-29,92,40905.04,INV56393
PUR3410,P1257,2025-03-04,131,62772.58,INV37272
PUR3411,P1257,2024-11-02,153,52922.7,INV57181
PUR3412,P1257,2024-11-09,158,15836.34,INV57434
PUR3413,P1003,2024-12-19,39,8520.72,INV65913
PUR3414,P1003,2025-06-09,90,7244.1,INV60050
PUR3415,P1573,2024-10-03,69,27368.85,INV67382
PUR3416,P1914,2025-07-03,108,11175.84,INV31580
PUR3417,P1969,2024-08-19,161,43817.76,INV73765
PUR3418,P1326,2024-09-02,143,59519.46,INV77540
PUR3419,P1326,2025-02-14,180,76802.4,INV84356
PUR3420,P1326,2025-01-20,151,57808.84,INV85881
PUR3421,P1858,2025-03-15,194,4952.82,INV44397
PUR3422,P1858,2025-03-01,193,62699.91,INV60214
PUR3423,P1210,2025-04-30,99,2314.62,INV90699
PUR3424,P1210,2024-10-16,185,56898.6,INV50581
PUR3425,P1210,2024-11-04,15,489.15,INV65233
PUR3426,P1210,2024-11-24,184,27222.8,INV77576
PUR3427,P1436,2025-03-12,97,46717.14,INV91571
PUR3428,P1221,2024-11-13,165,62411.25,INV56337
PUR3429,P1221,2024-12-05,139,62467.99,INV84429
PUR3430,P1221,2024-08-14,68,17905.76,INV84747
PUR3431,P1221,2024-09-04,184,51140.96,INV88873
PUR3432,P1221,2024-12-27,85,38669.05,INV44540
PUR3433,P1702,2025-06-21,166,8884.32,INV80853
PUR3434,P1702,2024-09-10,53,9829.91,INV49252
PUR3435,P2093,2025-01-26,149,36375.37,INV69160
PUR3436,P2093,2025-01-29,32,1537.92,INV84284
PUR3437,P2093,2025-06-28,88,1156.32,INV90929
PUR3438,P1626,2025-03-14,141,17720.88,INV98448
PUR3439,P1626,2024-12-05,173,52408.62,INV20332
PUR3440,P1626,2024-08-02,56,15960.56,INV22210
PUR3441,P1390,2024-07-22,46,21390.46,INV47854
PUR3442,P1390,2025-01-09,73,15259.92,INV81098
PUR3443,P1390,2024-07-29,137,56815.27,INV24675
PUR3444,P1390,2025-03-27,51,25328.13,INV70937
PUR3445,P1139,2025-05-01,148,70442.08,INV27128
PUR3446,P1139,2024-08-04,101,15721.66,INV63522
PUR3447,P1139,2024-12-21,24,4214.4,INV63063
PUR3448,P1139,2024-11-13,183,2693.76,INV45795
PUR3449,P2278,2025-07-06,168,40365.36,INV18715
PUR3450,P2278,2024-08-24,98,37363.48,INV98999
PUR3451,P2278,2024-10-18,146,5873.58,INV50871
PUR3452,P2278,2025-04-04,55,2473.9,INV32378
PUR3453,P2278,2024-10-19,196,28176.96,INV65181
PUR3454,P2491,2025-01-25,144,31070.88,INV18366
PUR3455,P2491,2024-08-28,67,11965.53,INV50058
PUR3456,P2491,2024-08-03,45,22344.3,INV48223
PUR3457,P2491,2024-10-13,41,11334.86,INV70812
PUR3458,P1917,2025-05-09,170,31586.0,INV73321
PUR3459,P1917,2025-03-25,133,21875.84,INV31466
PUR3460,P2326,2025-03-31,161,51051.49,INV23991
PUR3461,P2326,2024-09-09,177,63389.01,INV70650
PUR3462,P2326,2025-03-25,75,15639.75,INV61422
PUR3463,P2326,2025-07-03,176,10991.2,INV30824
PUR3464,P2080,2025-06-24,62,8794.08,INV81391
PUR3465,P1779,2025-02-01,102,12923.4,INV58897
PUR3466,P1779,2024-12-28,187,61724.96,INV25128
PUR3467,P1779,2025-05-22,27,4580.82,INV97527
PUR3468,P1779,2025-04-07,186,4979.22,INV59069
PUR3469,P1434,2024-07-27,174,49772.7,INV82360
PUR3470,P1434,2025-05-12,198,76721.04,INV61119
PUR3471,P1434,2024-11-09,107,27187.63,INV42926
PUR3472,P1541,2025-03-14,74,19484.2,INV36316
PUR3473,P1541,2024-10-22,186,59233.56,INV59602
PUR3474,P1541,2024-09-09,34,5055.12,INV35735
PUR3475,P1541,2025-02-13,190,5120.5,INV67697
PUR3476,P1382,2025-06-30,89,20896.31,INV41652
PUR3477,P1382,2025-02-22,154,54158.72,INV49856
PUR3478,P1382,2025-01-04,111,22988.1,INV20515
PUR3479,P1240,2025-05-29,60,1546.2,INV35728
PUR3480,P1240,2025-03-26,178,76607.64,INV21359
PUR3481,P1240,2024-11-19,40,7329.2,INV73520
PUR3482,P1240,2025-04-04,61,10557.27,INV83562
PUR3483,P1395,2024-09-07,75,31347.0,INV10725
PUR3484,P1052,2025-04-24,42,15106.56,INV74346
PUR3485,P1052,2025-05-09,76,14025.8,INV14996
PUR3486,P1052,2024-12-08,44,11145.2,INV80076
PUR3487,P2259,2025-01-02,75,17064.0,INV45664
PUR3488,P1454,2024-09-04,108,25431.84,INV35809
PUR3489,P1454,2024-10-25,57,19749.93,INV83758
PUR3490,P1454,2025-06-26,122,19010.04,INV55420
PUR3491,P1850,2025-05-16,151,3642.12,INV73842
PUR3492,P1850,2025-03-22,186,41818.38,INV54858
PUR3493,P1995,2024-09-18,180,21560.4,INV25821
PUR3494,P1256,2025-06-07,22,5026.78,INV74568
PUR3495,P1256,2024-12-23,111,37989.75,INV84826
PUR3496,P1887,2024-10-19,166,66972.7,INV14512
PUR3497,P1887,2024-09-14,41,14965.82,INV80634
PUR3498,P1887,2024-12-17,68,1429.36,INV35499
PUR3499,P1887,2024-09-11,141,42834.39,INV34249
PUR3500,P1133,2024-08-04,133,49268.52,INV61254
PUR3501,P1133,2024-08-07,184,55722.56,INV95869
PUR3502,P1133,2024-12-30,36,4739.04,INV61469
PUR3503,P1133,2025-06-10,85,914.6,INV15923
PUR3504,P1133,2024-08-21,199,73458.86,INV33705
PUR3505,P2396,2025-03-13,78,5486.52,INV56761
PUR3506,P2396,2025-05-30,172,11465.52,INV40387
PUR3507,P2396,2025-05-29,32,4753.6,INV62592
PUR3508,P2396,2025-02-28,118,44819.94,INV49679
PUR3509,P1984,2025-02-14,155,52594.6,INV31271
PUR3510,P1984,2025-05-27,72,7100.64,INV50457
PUR3511,P1984,2025-04-15,176,60450.72,INV59732
PUR3512,P1984,2024-07-24,78,12494.04,INV71824
PUR3513,P1200,2025-06-22,187,73090.82,INV34634
PUR3514,P1200,2025-05-29,110,25137.2,INV48555
PUR3515,P1200,2024-10-17,68,9735.56,INV54780
PUR3516,P2281,2024-07-20,145,28652.0,INV76021
PUR3517,P2281,2025-05-23,170,68465.8,INV64059
PUR3518,P2281,2024-08-18,53,13761.45,INV79353
PUR3519,P2468,2024-09-09,22,10453.74,INV40545
PUR3520,P2468,2024-12-08,27,1942.92,INV61370
PUR3521,P2468,2024-12-07,115,31976.9,INV14826
PUR3522,P1215,2024-10-30,16,4385.44,INV52640
PUR3523,P1215,2024-12-22,145,4795.15,INV72185
PUR3524,P1877,2025-06-20,22,3630.22,INV51401
PUR3525,P1877,2024-11-06,185,52562.2,INV17207
PUR3526,P1676,2024-12-12,31,14990.36,INV11849
PUR3527,P1676,2024-11-30,142,20672.36,INV95370
PUR3528,P1676,2024-12-03,66,6068.7,INV17951
PUR3529,P1676,2024-10-27,190,79399.1,INV60038
PUR3530,P1861,2024-09-21,100,37255.0,INV61565
PUR3531,P1861,2024-08-20,28,7168.28,INV38811
PUR3532,P1861,2024-08-11,163,52298.55,INV52136
PUR3533,P1861,2025-07-06,76,8490.72,INV57504
PUR3534,P1861,2024-12-01,153,18929.16,INV33769
PUR3535,P1794,2024-08-12,133,46103.12,INV80401
PUR3536,P1794,2025-01-17,99,17037.9,INV45669
PUR3537,P1479,2024-12-18,42,20375.04,INV48289
PUR3538,P1479,2024-09-26,178,17581.06,INV40874
PUR3539,P1479,2024-07-23,24,2042.16,INV47226
PUR3540,P1479,2025-05-01,128,30726.4,INV97233
PUR3541,P1634,2024-12-13,114,34437.12,INV18260
PUR3542,P1634,2024-10-27,179,16167.28,INV87479
PUR3543,P1634,2025-05-21,28,13174.56,INV15500
PUR3544,P1634,2025-03-11,89,12430.63,INV14459
PUR3545,P1570,2024-08-01,61,7504.22,INV31152
PUR3546,P1824,2025-05-30,164,23133.84,INV49300
PUR3547,P2002,2024-09-17,69,16552.41,INV15383
PUR3548,P2002,2024-11-24,195,84475.95,INV51969
PUR3549,P2002,2024-08-17,97,37122.87,INV25781
PUR3550,P1057,2024-12-27,42,8633.94,INV51939
PUR3551,P1057,2024-12-14,199,70845.99,INV38907
PUR3552,P2122,2024-11-24,109,1684.05,INV57625
PUR3553,P2122,2024-09-02,89,11121.44,INV64719
PUR3554,P1471,2024-12-16,76,6555.0,INV46821
PUR3555,P1471,2025-05-04,112,50627.36,INV36855
PUR3556,P1471,2025-04-18,68,12508.6,INV46432
PUR3557,P1471,2025-06-14,88,43581.12,INV31971
PUR3558,P1471,2025-05-14,17,7742.31,INV43309
PUR3559,P2023,2024-09-01,48,22767.36,INV76006
PUR3560,P2023,2024-08-17,95,14388.7,INV79733
PUR3561,P2023,2024-09-18,13,887.51,INV27049
PUR3562,P1950,2025-03-25,16,4826.08,INV21707
PUR3563,P1950,2024-12-02,165,62487.15,INV97749
PUR3564,P1950,2024-09-22,194,13756.54,INV86174
PUR3565,P1950,2025-05-11,73,27807.89,INV54283
PUR3566,P1950,2025-01-09,32,5211.84,INV21809
PUR3567,P1884,2025-01-24,164,28416.28,INV81616
PUR3568,P1884,2025-02-19,186,43112.94,INV28232
PUR3569,P1679,2025-02-15,46,15075.12,INV24127
PUR3570,P2147,2024-12-27,111,31299.78,INV16627
PUR3571,P2147,2025-03-13,21,6780.69,INV99938
PUR3572,P2147,2025-01-10,177,5278.14,INV92488
PUR3573,P2147,2025-04-29,162,31468.5,INV48574
PUR3574,P2302,2024-08-31,178,18844.86,INV94705
PUR3575,P2302,2024-12-31,79,20347.24,INV16480
PUR3576,P1699,2025-01-04,186,64577.34,INV89195
PUR3577,P1699,2025-01-20,37,7771.48,INV11808
PUR3578,P1699,2025-04-05,155,59653.3,INV87509
PUR3579,P1699,2024-12-20,181,75171.11,INV96424
PUR3580,P1699,2025-03-24,176,57291.52,INV96591
PUR3581,P1847,2024-12-31,93,15459.39,INV95298
PUR3582,P1309,2024-08-19,72,2539.44,INV84082
PUR3583,P1309,2025-04-08,90,24622.2,INV10793
PUR3584,P1309,2025-04-29,145,67477.2,INV78303
PUR3585,P1309,2025-03-24,104,39946.4,INV50755
PUR3586,P1563,2025-06-16,96,42859.2,INV14120
PUR3587,P1563,2025-01-06,137,60184.1,INV78801
PUR3588,P1678,2025-02-15,164,74802.04,INV12488
PUR3589,P1678,2024-10-31,199,53485.23,INV45291
PUR3590,P1678,2025-06-22,138,33714.78,INV22414
PUR3591,P1678,2025-03-29,171,14984.73,INV77383
PUR3592,P1678,2025-01-28,108,15946.2,INV96188
PUR3593,P1643,2025-01-29,117,49044.06,INV55510
PUR3594,P1643,2024-11-26,71,27303.05,INV88104
PUR3595,P1643,2024-11-02,113,33742.93,INV29515
PUR3596,P1643,2024-08-12,97,4787.92,INV99734
PUR3597,P1362,2024-09-28,153,51807.33,INV58128
PUR3598,P1362,2024-10-05,157,49400.05,INV84702
PUR3599,P1362,2024-10-04,110,52957.3,INV57546
PUR3600,P1362,2025-05-22,25,1126.75,INV73942
PUR3601,P1059,2024-08-11,65,10822.5,INV29985
PUR3602,P1280,2024-09-06,166,33216.6,INV21331
PUR3603,P1280,2025-06-19,139,31472.38,INV71797
PUR3604,P1280,2025-03-17,61,24237.74,INV75407
PUR3605,P1280,2024-12-10,82,27535.6,INV67654
PUR3606,P1750,2025-07-05,104,11280.88,INV22778
PUR3607,P1750,2024-10-20,49,16956.45,INV38077
PUR3608,P1750,2024-07-10,135,13915.8,INV53059
PUR3609,P1881,2024-08-06,48,2776.32,INV39093
PUR3610,P1881,2024-10-17,103,34312.39,INV95349
PUR3611,P1695,2024-07-11,189,81028.08,INV44634
PUR3612,P1695,2024-10-18,44,14620.76,INV96520
PUR3613,P1695,2024-09-06,26,12443.34,INV69556
PUR3614,P1695,2024-09-22,80,14093.6,INV64440
PUR3615,P1695,2025-01-01,51,5376.93,INV84899
PUR3616,P2192,2025-04-11,180,51076.8,INV48973
PUR3617,P2192,2025-05-10,21,8327.55,INV57681
PUR3618,P1237,2024-09-13,187,83095.32,INV79561
PUR3619,P1237,2024-11-17,68,4991.2,INV41275
PUR3620,P1524,2024-08-15,28,13711.32,INV72509
PUR3621,P1524,2024-10-09,93,28183.65,INV63322
PUR3622,P1524,2025-02-24,131,37991.31,INV43067
PUR3623,P1524,2024-07-21,98,2528.4,INV97696
PUR3624,P1131,2024-08-28,46,22776.44,INV95379
PUR3625,P2140,2024-12-10,105,8141.7,INV50192
PUR3626,P2140,2024-08-28,31,14197.07,INV70235
PUR3627,P2490,2024-12-05,56,11233.6,INV11198
PUR3628,P2490,2024-09-27,88,5377.68,INV68097
PUR3629,P2490,2024-08-04,31,5629.6,INV41096
PUR3630,P2490,2024-08-30,78,13490.1,INV46172
PUR3631,P2239,2024-08-11,57,1479.15,INV44595
PUR3632,P2239,2025-01-05,139,48131.53,INV37943
PUR3633,P2239,2025-02-22,144,67999.68,INV79251
PUR3634,P1849,2024-08-26,57,11506.59,INV75144
PUR3635,P1849,2025-02-07,170,52514.7,INV83313
PUR3636,P1849,2024-12-31,69,13506.06,INV70913
PUR3637,P1849,2024-07-13,108,50256.72,INV36377
PUR3638,P2439,2024-11-02,196,33739.44,INV25331
PUR3639,P2439,2025-03-21,12,2833.56,INV35084
PUR3640,P2439,2025-04-09,106,45344.68,INV73008
PUR3641,P1929,2024-09-26,194,42072.78,INV90375
PUR3642,P1929,2024-11-23,127,49678.59,INV72876
PUR3643,P1929,2024-12-27,28,9203.6,INV99133
PUR3644,P1929,2025-02-26,175,74583.25,INV56803
PUR3645,P2061,2025-04-07,155,33135.9,INV54440
PUR3646,P2061,2025-05-06,89,28977.51,INV16761
PUR3647,P2061,2024-08-17,159,57578.67,INV26499
PUR3648,P2061,2024-07-10,28,614.6,INV34233
PUR3649,P2061,2024-09-04,160,3971.2,INV99739
PUR3650,P1811,2024-08-04,53,20370.02,INV82650
PUR3651,P1811,2025-06-07,91,8790.6,INV97005
PUR3652,P1811,2024-12-17,158,72975.46,INV31029
PUR3653,P1811,2025-01-25,26,6306.56,INV66837
PUR3654,P2213,2025-02-15,129,53972.31,INV71108
PUR3655,P2357,2025-03-19,140,29033.2,INV17350
PUR3656,P2357,2024-12-28,81,7614.81,INV42836
PUR3657,P2357,2024-07-10,25,7441.5,INV90115
PUR3658,P2357,2025-03-10,105,31114.65,INV28086
PUR3659,P2357,2025-02-21,122,8193.52,INV80179
PUR3660,P2388,2025-04-29,147,37160.13,INV60688
PUR3661,P2221,2025-05-06,31,8697.05,INV90622
PUR3662,P2221,2024-11-06,65,12703.6,INV28279
PUR3663,P2221,2025-06-26,56,3274.32,INV69686
PUR3664,P2221,2024-11-19,91,34615.49,INV91687
PUR3665,P2126,2024-11-03,127,61103.51,INV34425
PUR3666,P1438,2025-03-17,33,10439.88,INV11921
PUR3667,P2004,2025-01-10,31,8337.45,INV12782
PUR3668,P2004,2025-05-07,35,5689.95,INV22467
PUR3669,P2004,2025-05-28,154,5831.98,INV56418
PUR3670,P2004,2024-09-30,15,7468.8,INV98009
PUR3671,P2004,2024-10-10,109,17384.41,INV50661
PUR3672,P2145,2024-08-24,36,5463.0,INV39721
PUR3673,P2040,2025-04-19,123,41717.91,INV96327
PUR3674,P2040,2024-09-04,43,13702.38,INV47790
PUR3675,P2040,2025-06-10,108,43974.36,INV17387
PUR3676,P2040,2025-01-08,50,11178.5,INV12320
PUR3677,P1023,2025-02-15,116,35705.96,INV79246
PUR3678,P1023,2024-09-02,101,49061.76,INV10823
PUR3679,P1023,2024-07-29,159,38684.7,INV81380
PUR3680,P1023,2024-08-22,83,14485.16,INV54286
PUR3681,P1023,2025-04-11,183,4053.45,INV34852
PUR3682,P1960,2025-07-03,183,87916.86,INV52094
PUR3683,P1501,2024-08-05,88,34071.84,INV93200
PUR3684,P1501,2025-05-02,163,30412.54,INV79126
PUR3685,P1786,2025-01-10,113,5514.4,INV56751
PUR3686,P1786,2024-08-03,47,4853.22,INV80999
PUR3687,P1786,2025-04-23,60,3922.8,INV45107
PUR3688,P1980,2025-03-12,78,4089.54,INV93504
PUR3689,P1980,2025-02-01,176,71311.68,INV35354
PUR3690,P1980,2025-03-08,43,1807.72,INV28435
PUR3691,P2452,2024-09-27,24,8923.44,INV23250
PUR3692,P2452,2025-06-27,84,9549.12,INV38128
PUR3693,P1989,2024-09-07,148,55707.2,INV22200
PUR3694,P1989,2024-11-08,38,2815.8,INV15551
PUR3695,P1989,2024-07-14,124,18852.96,INV34860
PUR3696,P1989,2025-01-05,185,35272.1,INV70736
PUR3697,P1989,2024-08-28,120,30924.0,INV60499
PUR3698,P2313,2024-10-07,122,31949.36,INV82057
PUR3699,P2313,2025-05-28,134,58899.7,INV66046
PUR3700,P2313,2024-12-16,194,41217.24,INV48743
PUR3701,P2313,2024-12-29,20,5636.6,INV52397
PUR3702,P2294,2025-04-03,163,8241.28,INV59792
PUR3703,P2294,2025-06-15,38,15166.56,INV89530
PUR3704,P2294,2025-03-31,152,33047.84,INV69254
PUR3705,P2294,2025-07-03,25,5471.0,INV70602
PUR3706,P1375,2024-11-05,77,10136.28,INV18001
PUR3707,P1375,2025-01-31,186,90338.34,INV60713
PUR3708,P1375,2025-01-22,30,2770.5,INV53301
PUR3709,P1375,2025-05-09,94,18477.58,INV85207
PUR3710,P1484,2024-08-09,89,33641.11,INV71584
PUR3711,P1484,2025-01-03,180,59488.2,INV86418
PUR3712,P1484,2024-12-13,80,6165.6,INV19156
PUR3713,P1484,2025-04-02,163,872.05,INV37763
PUR3714,P1484,2025-05-29,38,11082.32,INV16153
PUR3715,P1192,2024-10-21,33,9023.19,INV35026
PUR3716,P1192,2024-11-08,157,23050.74,INV30518
PUR3717,P1192,2024-12-04,32,1527.04,INV52978
PUR3718,P1472,2024-11-01,53,24712.84,INV68110
PUR3719,P2162,2025-02-01,158,17094.02,INV59896
PUR3720,P2162,2024-09-17,121,9223.83,INV92893
PUR3721,P2162,2024-11-14,42,8985.9,INV39930
PUR3722,P2162,2025-01-17,188,12453.12,INV75262
PUR3723,P1587,2025-04-18,171,29559.06,INV81013
PUR3724,P1581,2024-08-10,56,20529.6,INV50818
PUR3725,P1581,2025-03-09,45,21465.45,INV67936
PUR3726,P1581,2024-10-24,123,30417.9,INV81667
PUR3727,P1229,2025-04-16,40,18203.6,INV79804
PUR3728,P1229,2025-02-27,145,57422.9,INV15356
PUR3729,P1229,2024-11-30,124,24977.32,INV60186
PUR3730,P1229,2025-04-18,126,36364.86,INV63871
PUR3731,P2342,2025-01-30,124,54138.4,INV39011
PUR3732,P2342,2024-11-16,70,31819.2,INV59669
PUR3733,P2342,2025-06-16,25,10726.0,INV80426
PUR3734,P2342,2024-10-04,133,63274.75,INV16206
PUR3735,P2342,2024-12-17,180,49312.8,INV57009
PUR3736,P1789,2024-09-15,18,1022.04,INV42325
PUR3737,P1789,2024-10-02,47,16459.4,INV49822
PUR3738,P1865,2024-08-24,15,6966.15,INV58068
PUR3739,P1865,2024-11-25,88,8173.44,INV25182
PUR3740,P2127,2025-01-29,189,6664.14,INV82497
PUR3741,P2127,2025-06-04,183,23308.71,INV75728
PUR3742,P1776,2024-09-06,164,15689.88,INV92187
PUR3743,P1776,2025-04-10,155,47687.3,INV39341
PUR3744,P2069,2024-12-10,100,35651.0,INV21416
PUR3745,P2069,2024-08-29,117,23353.2,INV79820
PUR3746,P1327,2024-11-15,94,13810.48,INV63016
PUR3747,P1354,2025-02-01,67,15000.63,INV72471
PUR3748,P1354,2024-09-05,114,22537.8,INV30801
PUR3749,P1354,2025-06-02,135,4776.3,INV93468
PUR3750,P1711,2024-09-16,30,12826.5,INV55765
PUR3751,P1711,2025-06-10,188,81451.0,INV76775
PUR3752,P1711,2025-01-26,188,92298.6,INV85139
PUR3753,P2217,2025-04-29,106,18416.44,INV64596
PUR3754,P2217,2024-07-21,40,8291.6,INV94559
PUR3755,P1136,2025-03-24,176,2383.04,INV90978
PUR3756,P1136,2025-04-01,20,8417.8,INV79904
PUR3757,P1136,2024-08-06,192,80215.68,INV74741
PUR3758,P1136,2024-09-21,73,28729.88,INV78483
PUR3759,P1627,2024-08-28,167,29016.25,INV86961
PUR3760,P1627,2024-07-15,119,9439.08,INV78904
PUR3761,P1627,2025-06-20,23,458.16,INV55091
PUR3762,P1627,2025-03-30,27,9937.89,INV25315
PUR3763,P1627,2025-06-18,86,6883.44,INV13140
PUR3764,P1455,2024-07-08,162,68420.7,INV54822
PUR3765,P1455,2025-05-08,11,5099.71,INV32140
PUR3766,P1455,2025-03-24,21,8058.75,INV84506
PUR3767,P1825,2025-02-06,126,1975.68,INV83899
PUR3768,P1825,2025-02-19,22,9198.64,INV52987
PUR3769,P1804,2025-01-14,148,42866.72,INV54804
PUR3770,P1804,2024-07-19,178,31721.38,INV94632
PUR3771,P1804,2025-05-01,192,58995.84,INV75778
PUR3772,P1804,2025-01-07,176,39922.08,INV52074
PUR3773,P1261,2025-01-28,56,15233.12,INV34767
PUR3774,P1261,2024-10-09,196,68815.6,INV52019
PUR3775,P1261,2024-10-01,181,43416.47,INV24635
PUR3776,P1261,2025-04-29,133,31098.06,INV35857
PUR3777,P1261,2024-11-02,144,19944.0,INV42430
PUR3778,P1883,2025-01-17,67,9388.04,INV66065
PUR3779,P1883,2025-03-22,24,1189.92,INV90700
PUR3780,P1883,2025-05-18,106,14076.8,INV74544
PUR3781,P1883,2024-07-21,98,8668.1,INV24779
PUR3782,P2263,2024-08-25,44,13040.28,INV13884
PUR3783,P2263,2025-04-04,186,51934.92,INV84791
PUR3784,P2263,2024-10-27,188,73566.28,INV86319
PUR3785,P2263,2025-07-01,91,8698.69,INV73673
PUR3786,P2263,2024-12-31,96,5954.88,INV88845
PUR3787,P1164,2024-09-09,165,62723.1,INV53766
PUR3788,P1982,2025-07-02,183,43960.26,INV82748
PUR3789,P1982,2025-03-11,180,14814.0,INV98470
PUR3790,P1982,2024-12-11,99,13394.7,INV70686
PUR3791,P1982,2025-05-26,168,4292.4,INV70874
PUR3792,P1982,2025-02-03,19,5553.7,INV28417
PUR3793,P1640,2025-07-02,150,54481.5,INV48954
PUR3794,P1640,2024-12-18,10,1702.9,INV36241
PUR3795,P1640,2025-05-29,106,10490.82,INV74768
PUR3796,P1640,2025-06-18,161,59508.82,INV53441
PUR3797,P1640,2025-03-17,107,47973.45,INV30758
PUR3798,P1338,2024-11-05,66,11004.84,INV36046
PUR3799,P1864,2025-07-08,111,42874.86,INV38666
PUR3800,P1864,2025-01-28,166,45729.68,INV61539
PUR3801,P1864,2024-09-06,101,10032.33,INV17491
PUR3802,P1864,2024-10-17,154,9939.16,INV85758
PUR3803,P1864,2025-06-13,102,4120.8,INV24366
PUR3804,P1971,2025-02-10,38,2635.68,INV41472
PUR3805,P1971,2025-02-04,99,30856.32,INV57230
PUR3806,P1971,2025-01-28,156,42570.84,INV15462
PUR3807,P1911,2024-09-04,185,62713.15,INV28945
PUR3808,P1691,2024-08-10,137,17026.36,INV19651
PUR3809,P1691,2024-11-15,184,51157.52,INV84427
PUR3810,P1691,2025-01-16,104,37067.68,INV64167
PUR3811,P1691,2024-08-23,168,19177.2,INV26509
PUR3812,P1196,2025-03-05,10,1937.7,INV35835
PUR3813,P1196,2024-09-23,177,17588.49,INV47724
PUR3814,P1196,2024-08-13,101,9736.4,INV99077
PUR3815,P2457,2025-03-09,195,58771.05,INV42667
PUR3816,P2457,2025-05-24,200,34060.0,INV73419
PUR3817,P2457,2025-02-12,136,30799.92,INV96451
PUR3818,P2457,2025-06-27,172,42275.88,INV59827
PUR3819,P1246,2024-09-02,66,16045.26,INV65733
PUR3820,P1246,2025-04-15,195,78670.8,INV25147
PUR3821,P1246,2024-12-17,189,12515.58,INV52435
PUR3822,P1609,2024-07-19,85,37247.85,INV99508
PUR3823,P1609,2025-05-18,167,43111.05,INV17359
PUR3824,P1609,2025-06-22,69,3963.36,INV19308
PUR3825,P1609,2024-12-14,15,3711.0,INV43885
PUR3826,P1393,2024-08-06,148,24010.04,INV47295
PUR3827,P1393,2024-10-14,16,1362.08,INV63996
PUR3828,P1393,2025-06-29,37,16197.12,INV93209
PUR3829,P1393,2024-09-19,174,25082.1,INV67419
PUR3830,P1726,2024-12-11,110,40423.9,INV99385
PUR3831,P1726,2024-08-02,59,19750.25,INV37583
PUR3832,P1726,2025-02-02,154,61228.86,INV88658
PUR3833,P1726,2025-05-08,74,11999.1,INV32260
PUR3834,P1726,2024-11-22,125,1135.0,INV14973
PUR3835,P1022,2024-08-13,34,8115.12,INV49732
PUR3836,P1022,2024-11-27,163,60707.72,INV55591
PUR3837,P1022,2024-07-28,23,2747.12,INV46747
PUR3838,P1022,2024-08-17,53,8946.93,INV40121
PUR3839,P1022,2024-10-02,84,18618.6,INV10549
PUR3840,P1764,2025-02-26,47,6175.8,INV45240
PUR3841,P1108,2025-04-19,93,7018.71,INV31476
PUR3842,P1108,2024-12-03,52,1129.44,INV74453
PUR3843,P1108,2025-02-23,189,18701.55,INV10263
PUR3844,P1108,2024-10-04,52,8568.04,INV76729
PUR3845,P1108,2025-01-16,108,40777.56,INV11656
PUR3846,P2121,2024-08-30,65,5175.3,INV24704
PUR3847,P2121,2024-11-06,141,8018.67,INV45937
PUR3848,P2121,2025-05-07,55,5108.4,INV20442
