ProductID,ProductName,Category,Cost,Price,SupplierID,SupplierName,ReorderPoint,LeadTimeDays,ExpiryDate,UnitOfMeasure,quantity
P1896,Mutton Curry Cut (500g),Meat & Seafood,497.54,758.53,S003,Priya Grocers,23,1,2025-09-01,pcs,74
P1671,Mango Juice (1L),Snacks & Beverages,91.04,164.24,S005,Apex Foods Pvt. Ltd.,30,3,2026-03-11,ml,430
P2049,Protein Powder (Whey 500g),Health & Wellness,103.01,223.82,S008,TechGadgets India,16,11,2026-05-05,g,112
P1733,Basmati Rice (5kg),Grocery & Staples,210.03,338.59,S003,Priya Grocers,18,4,2025-08-18,packets,373
P1321,Fish Fillet (250g),Meat & Seafood,956.63,1293.25,S004,Quick Supply India,6,1,2025-06-23,g,21
P1622,Dishwashing Liquid (500ml),Home & Kitchen,157.45,392.83,S005,Apex Foods Pvt. Ltd.,4,8,2027-06-22,bottles,32
P1781,Spices Combo (100g),Grocery & Staples,181.15,374.66,S002,Bharat Distributors,14,5,2027-04-19,kg,348
P1660,Paneer (200g),Dairy & Bakery,141.8,171.15,S002,Bharat Distributors,28,1,2025-08-09,pcs,127
P1154,Cotton T-shirt (M),Apparel,1182.87,2889.75,S001,Indian Wholesale Co.,3,24,2025-05-10,pcs,46
P1440,Sneakers (Size 9),Footwear,1056.88,1808.46,S008,TechGadgets India,2,16,2027-02-12,pcs,33
P2050,Namkeen (Aloo Bhujia 150g),Snacks & Beverages,37.02,53.37,S001,Indian Wholesale Co.,19,3,2026-05-07,bottles,281
P2125,USB Cable (2m),Electronics,25341.25,49067.22,S002,Bharat Distributors,1,13,2025-10-19,pcs,30
P1090,Frying Pan (Non-stick),Utensils & Cookware,401.56,922.13,S003,Priya Grocers,2,9,2024-07-11,pcs,38
P2272,Jeans (Size 32),Apparel,1183.0,1508.87,S007,HomeCare Solutions,5,12,2026-12-18,pcs,77
P1036,Water Bottle (Steel),Utensils & Cookware,690.24,1098.77,S007,HomeCare Solutions,2,13,2025-05-31,pcs,34
P2379,Multivitamin Tablets (Bottle 60pcs),Health & Wellness,610.55,1447.44,S002,Bharat Distributors,4,9,2025-12-22,bottles,41
P1518,Socks (Pack of 3),Apparel,677.59,1019.34,S008,TechGadgets India,2,21,2026-07-30,sets,38
P1119,Mustard Oil (1L),Grocery & Staples,160.25,248.16,S006,Health Essentials Ltd.,1,6,2024-07-16,pcs,31
P2364,Cotton T-shirt (M),Apparel,322.06,392.06,S002,Bharat Distributors,3,11,2027-04-24,sets,35
P1066,Sandals (Size 8),Footwear,955.07,2213.32,S007,HomeCare Solutions,1,18,2024-11-05,pcs,0
P1346,Pressure Cooker (3L),Utensils & Cookware,397.28,795.3,S005,Apex Foods Pvt. Ltd.,2,7,2024-12-09,sets,45
P2464,Cheese Slice (10 Pcs Pack),Dairy & Bakery,127.31,307.64,S001,Indian Wholesale Co.,11,1,2025-09-18,pcs,70
P1638,Chicken Breast (500g),Meat & Seafood,756.93,1194.77,S001,Indian Wholesale Co.,7,1,2025-09-04,kg,29
P1301,Protein Powder (Whey 500g),Health & Wellness,689.76,1657.58,S006,Health Essentials Ltd.,1,8,2024-11-09,packs,6
P1197,Sunscreen (SPF30 100ml),Personal Care,123.13,302.76,S003,Priya Grocers,1,6,2024-09-10,bottles,0
P1834,Immunity Booster (Syrup 200ml),Health & Wellness,572.71,968.67,S008,TechGadgets India,31,8,2026-11-09,pcs,218
P1880,Garbage Bags (Medium Pack),Home & Kitchen,785.77,1066.9,S005,Apex Foods Pvt. Ltd.,18,9,2026-11-20,packs,140
P1795,Water Bottle (Steel),Utensils & Cookware,390.08,749.43,S003,Priya Grocers,3,10,2025-08-04,sets,58
P1744,Paneer (200g),Dairy & Bakery,99.73,204.86,S001,Indian Wholesale Co.,33,1,2025-09-08,liters,166
P1987,Face Cream (Aloe Vera 50g),Personal Care,354.82,456.31,S008,TechGadgets India,42,6,2027-04-16,ml,376
P1181,Laundry Detergent (1kg),Home & Kitchen,540.19,1018.47,S005,Apex Foods Pvt. Ltd.,2,13,2024-07-16,rolls,12
P1319,Butter (100g),Dairy & Bakery,53.45,128.4,S005,Apex Foods Pvt. Ltd.,6,2,2025-05-22,packs,42
P1120,Water Bottle (Steel),Utensils & Cookware,968.94,1382.97,S001,Indian Wholesale Co.,1,6,2024-12-24,pcs,10
P1620,Formal Shoes (Size 10),Footwear,337.44,655.99,S007,HomeCare Solutions,2,23,2025-08-14,pcs,49
P1091,Sandals (Size 8),Footwear,628.22,1031.39,S001,Indian Wholesale Co.,1,17,2024-10-24,pcs,0
P1250,Water Bottle (Steel),Utensils & Cookware,795.13,988.1,S004,Quick Supply India,1,5,2024-10-05,pcs,13
P1222,Pressure Cooker (3L),Utensils & Cookware,327.6,789.51,S007,HomeCare Solutions,1,12,2024-10-23,sets,12
P1937,Water Bottle (Steel),Utensils & Cookware,217.33,529.01,S001,Indian Wholesale Co.,2,14,2026-09-08,sets,34
P2435,Sunscreen (SPF30 100ml),Personal Care,393.02,702.16,S003,Priya Grocers,19,4,2027-03-31,bottles,174
P1507,Bananas (1 Dozen),Fruits & Vegetables,71.32,166.42,S002,Bharat Distributors,13,1,2025-09-12,pcs,54
P1174,Pressure Cooker (3L),Utensils & Cookware,289.17,483.2,S005,Apex Foods Pvt. Ltd.,1,9,2025-05-27,pcs,32
P1506,LED Bulb (9W),Electronics,23268.89,56160.92,S002,Bharat Distributors,1,9,2026-07-24,units,23
P2483,Formal Shoes (Size 10),Footwear,270.94,668.26,S003,Priya Grocers,2,18,2026-05-24,pcs,36
P1674,Mineral Water (1L),Snacks & Beverages,145.55,300.72,S007,HomeCare Solutions,30,1,2026-04-30,bottles,372
P2360,Mineral Water (1L),Snacks & Beverages,123.87,170.81,S003,Priya Grocers,21,4,2026-09-25,packets,262
P1642,Sandals (Size 8),Footwear,220.08,418.23,S002,Bharat Distributors,1,23,2026-01-18,pairs,10
P1628,Formal Shoes (Size 10),Footwear,395.49,720.58,S001,Indian Wholesale Co.,1,22,2027-04-15,pcs,25
P1571,Frying Pan (Non-stick),Utensils & Cookware,210.18,451.41,S008,TechGadgets India,4,14,2026-05-29,sets,69
P2246,Laundry Detergent (1kg),Home & Kitchen,613.24,1438.54,S003,Priya Grocers,24,14,2025-11-04,pcs,134
P2117,Multivitamin Tablets (Bottle 60pcs),Health & Wellness,386.6,918.53,S002,Bharat Distributors,25,10,2026-07-12,ml,224
P1798,Paneer (200g),Dairy & Bakery,120.8,230.65,S003,Priya Grocers,16,2,2025-08-05,packs,70
P2053,Extension Cord (5m),Electronics,3445.46,5645.37,S006,Health Essentials Ltd.,1,13,2027-01-03,units,25
P2056,Water Bottle (Steel),Utensils & Cookware,332.0,690.86,S003,Priya Grocers,2,11,2026-05-07,pcs,54
P1550,Jeans (Size 32),Apparel,831.39,1163.82,S003,Priya Grocers,1,24,2025-11-24,pcs,12
P2146,Agarbatti (Pack of 100),Home & Kitchen,129.85,178.9,S008,TechGadgets India,32,8,2026-11-30,pcs,257
P1467,Toilet Cleaner (500ml),Home & Kitchen,566.53,710.49,S007,HomeCare Solutions,24,13,2027-06-02,kg,144
P2157,Jeans (Size 32),Apparel,1261.73,3092.88,S008,TechGadgets India,9,15,2025-11-08,pcs,119
P2441,Tea Powder (250g),Grocery & Staples,140.23,207.48,S008,TechGadgets India,30,4,2027-05-22,pcs,675
P1568,Garbage Bags (Medium Pack),Home & Kitchen,744.1,899.8,S003,Priya Grocers,18,9,2027-06-08,rolls,114
P1526,Immunity Booster (Syrup 200ml),Health & Wellness,306.32,572.71,S003,Priya Grocers,5,8,2027-02-21,g,39
P2361,Frying Pan (Non-stick),Utensils & Cookware,423.82,1003.46,S006,Health Essentials Ltd.,1,7,2026-12-31,pcs,6
P2170,Floor Cleaner (1L),Home & Kitchen,271.1,663.95,S006,Health Essentials Ltd.,15,12,2027-03-25,pcs,121
P1986,Mutton Curry Cut (500g),Meat & Seafood,845.46,1843.83,S003,Priya Grocers,13,1,2025-09-12,pcs,37
P1766,Yogurt (Fruit 150g),Dairy & Bakery,173.44,281.96,S002,Bharat Distributors,25,2,2025-07-17,g,158
P1348,Kitchen Towels (Roll),Home & Kitchen,289.7,447.87,S004,Quick Supply India,5,5,2025-02-27,rolls,39
P1291,Chicken Breast (500g),Meat & Seafood,846.68,1456.93,S001,Indian Wholesale Co.,7,1,2025-06-24,g,30
P2132,Salt (1kg),Grocery & Staples,225.65,311.09,S001,Indian Wholesale Co.,9,3,2026-03-16,packets,241
P1903,Immunity Booster (Syrup 200ml),Health & Wellness,254.41,609.52,S007,HomeCare Solutions,21,5,2025-10-06,g,201
P2003,Sneakers (Size 9),Footwear,676.66,1547.89,S007,HomeCare Solutions,3,15,2026-07-06,pairs,41
P1318,Dinner Set (4 Pcs),Utensils & Cookware,914.84,1103.22,S002,Bharat Distributors,1,9,2025-05-10,sets,27
P1251,Energy Bar (Nut 50g),Snacks & Beverages,70.41,146.11,S006,Health Essentials Ltd.,1,3,2024-08-21,pcs,13
P1160,Chicken Breast (500g),Meat & Seafood,430.84,800.81,S008,TechGadgets India,2,1,2025-06-15,kg,9
P1615,Coffee (100g),Grocery & Staples,130.93,267.7,S001,Indian Wholesale Co.,26,6,2026-11-15,kg,590
P1444,Namkeen (Aloo Bhujia 150g),Snacks & Beverages,59.36,114.03,S006,Health Essentials Ltd.,37,2,2026-12-15,ml,547
P1912,Potatoes (1kg),Fruits & Vegetables,48.26,58.26,S004,Quick Supply India,25,1,2025-08-11,kg,92
P1820,Curd (500g),Dairy & Bakery,68.98,144.21,S007,HomeCare Solutions,18,2,2025-08-15,packs,92
P1685,Yogurt (Fruit 150g),Dairy & Bakery,152.9,287.32,S006,Health Essentials Ltd.,37,1,2025-08-08,g,196
P1377,Pressure Cooker (3L),Utensils & Cookware,361.59,563.02,S005,Apex Foods Pvt. Ltd.,3,10,2026-09-10,pcs,63
P1312,Floor Cleaner (1L),Home & Kitchen,175.31,303.92,S003,Priya Grocers,5,11,2025-04-12,bottles,35
P2324,Coriander (Bunch),Fruits & Vegetables,98.85,172.08,S001,Indian Wholesale Co.,11,1,2025-08-16,g,53
P1175,Cotton T-shirt (M),Apparel,611.49,806.21,S005,Apex Foods Pvt. Ltd.,2,18,2024-10-14,pcs,28
P1322,Face Cream (Aloe Vera 50g),Personal Care,117.54,272.88,S005,Apex Foods Pvt. Ltd.,1,5,2024-09-30,bottles,7
P1943,Shampoo (Anti-dandruff 200ml),Personal Care,259.65,335.89,S004,Quick Supply India,25,9,2026-09-10,g,277
P2177,Hand Wash (Neem 250ml),Personal Care,337.36,792.37,S006,Health Essentials Ltd.,40,7,2027-05-16,packs,485
P1132,Sneakers (Size 9),Footwear,1078.12,1365.25,S004,Quick Supply India,1,17,2025-05-21,pcs,5
P1696,Coriander (Bunch),Fruits & Vegetables,96.68,211.73,S004,Quick Supply India,11,1,2025-08-16,pcs,40
P2481,Laundry Detergent (1kg),Home & Kitchen,527.17,1252.95,S002,Bharat Distributors,43,8,2026-07-02,rolls,269
P2333,Basic Headphones,Electronics,33141.59,60552.53,S002,Bharat Distributors,1,18,2027-03-16,units,4
P1731,Floor Cleaner (1L),Home & Kitchen,154.78,221.03,S008,TechGadgets India,28,7,2026-10-10,pcs,193
P2090,Biscuits (Atta 100g),Snacks & Beverages,107.41,250.66,S004,Quick Supply India,34,4,2027-06-10,pcs,407
P1115,Toilet Cleaner (500ml),Home & Kitchen,342.59,637.38,S001,Indian Wholesale Co.,5,9,2024-11-23,packs,32
P2285,Casual Shirt (L),Apparel,1559.04,1971.52,S008,TechGadgets India,4,11,2026-09-22,sets,55
P1768,Casual Shirt (L),Apparel,409.11,615.34,S008,TechGadgets India,2,15,2026-10-11,pcs,34
P1519,Casual Shirt (L),Apparel,387.98,762.59,S002,Bharat Distributors,6,14,2026-12-27,sets,72
P2255,Immunity Booster (Syrup 200ml),Health & Wellness,431.66,928.54,S001,Indian Wholesale Co.,16,10,2026-08-28,ml,140
P1349,Soap (Sandalwood 125g),Personal Care,273.49,654.24,S004,Quick Supply India,3,9,2024-12-04,g,29
P1817,Spices Combo (100g),Grocery & Staples,221.66,452.57,S001,Indian Wholesale Co.,36,2,2025-11-26,packets,819
P1316,Soap (Sandalwood 125g),Personal Care,293.91,693.58,S005,Apex Foods Pvt. Ltd.,1,8,2024-08-22,g,17
P1866,Chicken Breast (500g),Meat & Seafood,373.07,770.46,S008,TechGadgets India,8,1,2025-08-01,pcs,28
P2026,Sneakers (Size 9),Footwear,587.63,1283.26,S005,Apex Foods Pvt. Ltd.,5,16,2026-06-10,pairs,74
P2424,Fish Fillet (250g),Meat & Seafood,412.6,541.16,S007,HomeCare Solutions,15,1,2025-09-06,kg,47
P1579,Milk (toned 1L),Dairy & Bakery,190.97,441.75,S005,Apex Foods Pvt. Ltd.,33,2,2025-09-04,liters,149
P1041,Multivitamin Tablets (Bottle 60pcs),Health & Wellness,406.74,758.1,S006,Health Essentials Ltd.,1,8,2024-09-27,bottles,5
P2405,Extension Cord (5m),Electronics,36144.94,49242.69,S004,Quick Supply India,1,13,2025-10-30,units,43
P2240,Sandals (Size 8),Footwear,642.43,982.2,S006,Health Essentials Ltd.,1,20,2025-11-07,pairs,29
P2229,Paneer (200g),Dairy & Bakery,180.57,305.33,S001,Indian Wholesale Co.,25,1,2025-07-15,dozens,144
P1277,Coffee (100g),Grocery & Staples,184.67,255.12,S007,HomeCare Solutions,1,6,2024-08-24,pcs,26
P2139,Spinach (Bunch),Fruits & Vegetables,34.68,48.08,S006,Health Essentials Ltd.,22,1,2025-07-20,dozens,89
P1147,Salt (1kg),Grocery & Staples,143.62,258.71,S006,Health Essentials Ltd.,2,2,2025-02-21,pcs,41
P1151,Frying Pan (Non-stick),Utensils & Cookware,383.81,930.76,S005,Apex Foods Pvt. Ltd.,1,7,2024-08-30,sets,16
P1201,Hand Wash (Neem 250ml),Personal Care,288.95,468.66,S001,Indian Wholesale Co.,1,4,2025-04-19,ml,15
P1453,Coriander (Bunch),Fruits & Vegetables,84.19,209.72,S001,Indian Wholesale Co.,20,1,2025-07-23,kg,75
P1341,LED Bulb (9W),Electronics,38894.3,94247.31,S004,Quick Supply India,1,12,2024-11-26,units,29
P1844,Agarbatti (Pack of 100),Home & Kitchen,731.61,1259.92,S003,Priya Grocers,20,12,2026-10-21,packs,150
P1822,Casual Shirt (L),Apparel,1149.59,2198.65,S008,TechGadgets India,3,23,2027-02-11,pcs,56
P1743,Agarbatti (Pack of 100),Home & Kitchen,574.01,787.95,S005,Apex Foods Pvt. Ltd.,9,8,2026-09-04,kg,65
P1908,Milk (toned 1L),Dairy & Bakery,152.88,272.99,S006,Health Essentials Ltd.,31,1,2025-09-03,dozens,171
P1311,Butter (100g),Dairy & Bakery,112.43,220.85,S006,Health Essentials Ltd.,2,1,2025-05-10,pcs,13
P1486,Socks (Pack of 3),Apparel,448.44,797.71,S004,Quick Supply India,1,23,2026-05-11,sets,28
P1177,Formal Shoes (Size 10),Footwear,474.1,710.63,S003,Priya Grocers,1,11,2025-02-19,pairs,24
P1700,Mutton Curry Cut (500g),Meat & Seafood,824.24,1563.14,S005,Apex Foods Pvt. Ltd.,30,1,2025-08-04,g,91
P1503,Salt (1kg),Grocery & Staples,297.27,394.71,S008,TechGadgets India,21,5,2026-06-22,pcs,472
P1099,Sneakers (Size 9),Footwear,1004.44,2135.59,S002,Bharat Distributors,1,23,2024-11-24,pcs,19
P1384,Sandals (Size 8),Footwear,662.73,1266.9,S002,Bharat Distributors,3,19,2027-04-26,pcs,50
P1891,Mutton Curry Cut (500g),Meat & Seafood,310.66,681.13,S004,Quick Supply India,23,1,2025-07-10,g,69
P1777,Chai Mix (150g),Snacks & Beverages,40.22,58.6,S002,Bharat Distributors,49,3,2025-08-10,pcs,567
P2462,Cotton T-shirt (M),Apparel,630.26,1224.55,S004,Quick Supply India,8,19,2027-05-05,sets,106
P2005,Mango Juice (1L),Snacks & Beverages,118.87,292.99,S008,TechGadgets India,72,4,2026-03-29,pcs,1063
P1369,Curd (500g),Dairy & Bakery,34.15,72.29,S001,Indian Wholesale Co.,29,2,2025-07-12,dozens,149
P2447,Spices Combo (100g),Grocery & Staples,260.9,397.68,S001,Indian Wholesale Co.,52,3,2026-09-02,pcs,949
P2155,Biscuits (Atta 100g),Snacks & Beverages,103.59,130.72,S006,Health Essentials Ltd.,74,3,2025-08-19,pcs,881
P2216,Protein Powder (Whey 500g),Health & Wellness,653.29,1512.72,S005,Apex Foods Pvt. Ltd.,23,6,2026-01-25,bottles,220
P2028,Cotton T-shirt (M),Apparel,581.43,984.78,S003,Priya Grocers,1,13,2026-01-15,sets,19
P2448,Kitchen Towels (Roll),Home & Kitchen,299.8,360.0,S005,Apex Foods Pvt. Ltd.,8,14,2027-01-02,rolls,70
P2338,Socks (Pack of 3),Apparel,1272.72,1833.11,S003,Priya Grocers,10,22,2025-09-13,pcs,117
P2247,Tea Powder (250g),Grocery & Staples,90.41,133.88,S003,Priya Grocers,10,6,2026-09-27,packets,233
P2059,Floor Cleaner (1L),Home & Kitchen,666.34,1214.25,S001,Indian Wholesale Co.,20,7,2025-08-05,packs,114
P1922,Sneakers (Size 9),Footwear,465.19,1060.29,S008,TechGadgets India,1,15,2026-05-06,pairs,24
P1389,Face Cream (Aloe Vera 50g),Personal Care,304.38,703.39,S004,Quick Supply India,30,3,2026-04-10,packs,365
P1723,Tomatoes (500g),Fruits & Vegetables,72.25,89.34,S006,Health Essentials Ltd.,32,1,2025-08-01,g,119
P2392,Mutton Curry Cut (500g),Meat & Seafood,613.42,922.4,S007,HomeCare Solutions,26,1,2025-07-16,kg,76
P2337,Mineral Water (1L),Snacks & Beverages,95.08,195.42,S004,Quick Supply India,52,3,2027-04-27,ml,772
P1951,Spices Combo (100g),Grocery & Staples,182.79,405.34,S004,Quick Supply India,20,5,2027-02-09,pcs,373
P1497,Fish Fillet (250g),Meat & Seafood,782.23,1669.02,S005,Apex Foods Pvt. Ltd.,20,1,2025-08-12,kg,71
P2001,Chai Mix (150g),Snacks & Beverages,115.01,272.34,S006,Health Essentials Ltd.,67,1,2026-01-30,packets,708
P1841,Tomatoes (500g),Fruits & Vegetables,93.7,193.0,S007,HomeCare Solutions,22,1,2025-09-17,dozens,108
P1799,Mutton Curry Cut (500g),Meat & Seafood,742.58,1315.36,S001,Indian Wholesale Co.,19,1,2025-07-06,g,78
P1807,Multivitamin Tablets (Bottle 60pcs),Health & Wellness,677.68,1219.39,S002,Bharat Distributors,12,9,2026-11-05,bottles,112
P2234,Water Bottle (Steel),Utensils & Cookware,548.33,1187.41,S005,Apex Foods Pvt. Ltd.,4,13,2027-02-23,pcs,73
P1077,Mutton Curry Cut (500g),Meat & Seafood,684.79,1455.93,S003,Priya Grocers,7,1,2025-06-14,kg,27
P2215,Water Bottle (Steel),Utensils & Cookware,857.82,1956.0,S001,Indian Wholesale Co.,3,14,2026-08-13,sets,60
P2343,Energy Bar (Nut 50g),Snacks & Beverages,72.05,160.2,S003,Priya Grocers,22,2,2025-11-24,liters,262
P1603,Frying Pan (Non-stick),Utensils & Cookware,323.11,559.19,S003,Priya Grocers,4,7,2026-10-31,sets,63
P1958,Cheese Slice (10 Pcs Pack),Dairy & Bakery,116.07,192.62,S007,HomeCare Solutions,67,2,2025-08-28,pcs,290
P1498,Garbage Bags (Medium Pack),Home & Kitchen,784.96,1436.19,S001,Indian Wholesale Co.,50,13,2027-01-09,packs,285
P1854,Frying Pan (Non-stick),Utensils & Cookware,747.53,1794.74,S008,TechGadgets India,1,6,2026-09-12,pcs,18
P2021,Agarbatti (Pack of 100),Home & Kitchen,466.9,768.74,S002,Bharat Distributors,8,7,2025-11-06,pcs,53
P2265,Protein Powder (Whey 500g),Health & Wellness,336.79,533.48,S003,Priya Grocers,15,4,2026-09-28,packs,110
P2042,Chai Mix (150g),Snacks & Beverages,34.3,44.86,S005,Apex Foods Pvt. Ltd.,83,1,2025-09-12,bottles,1165
P1853,Tomatoes (500g),Fruits & Vegetables,91.24,162.19,S001,Indian Wholesale Co.,39,1,2025-08-02,g,153
P2087,Chicken Breast (500g),Meat & Seafood,621.89,1159.55,S005,Apex Foods Pvt. Ltd.,9,1,2025-07-22,pcs,29
P2209,Protein Powder (Whey 500g),Health & Wellness,436.02,544.74,S005,Apex Foods Pvt. Ltd.,30,5,2026-09-04,g,244
P1286,Mustard Oil (1L),Grocery & Staples,120.31,150.61,S005,Apex Foods Pvt. Ltd.,1,3,2025-01-10,packets,13
P1359,Tea Powder (250g),Grocery & Staples,280.76,539.36,S002,Bharat Distributors,39,6,2025-11-15,kg,837
P2372,Formal Shoes (Size 10),Footwear,1064.3,2368.62,S003,Priya Grocers,1,11,2025-10-04,pairs,18
P1490,Mustard Oil (1L),Grocery & Staples,286.37,518.21,S004,Quick Supply India,47,5,2027-06-10,kg,963
P1259,Ghee (500ml),Grocery & Staples,87.28,147.32,S004,Quick Supply India,1,2,2025-06-05,kg,32
P1916,Chicken Breast (500g),Meat & Seafood,936.93,1286.93,S008,TechGadgets India,9,1,2025-09-23,pcs,29
P1075,Water Bottle (Steel),Utensils & Cookware,793.33,1449.98,S005,Apex Foods Pvt. Ltd.,1,6,2025-01-22,pcs,8
P2058,Eggs (6 Pcs),Dairy & Bakery,129.57,197.45,S004,Quick Supply India,22,1,2025-09-06,g,96
P1163,Biscuits (Atta 100g),Snacks & Beverages,86.28,139.14,S003,Priya Grocers,1,3,2025-04-19,liters,1
P1142,Socks (Pack of 3),Apparel,817.61,2032.22,S007,HomeCare Solutions,4,16,2025-04-02,pcs,44
P1706,Floor Cleaner (1L),Home & Kitchen,485.84,600.89,S004,Quick Supply India,9,5,2027-03-09,pcs,70
P2277,Toilet Cleaner (500ml),Home & Kitchen,302.46,409.46,S003,Priya Grocers,39,9,2026-06-24,kg,258
P1408,Coffee (100g),Grocery & Staples,72.18,98.77,S004,Quick Supply India,47,2,2026-02-19,packets,807
P2086,Potatoes (1kg),Fruits & Vegetables,95.37,227.73,S004,Quick Supply India,44,1,2025-07-16,g,150
P1223,Matchbox (Pack of 10),Home & Kitchen,761.33,1071.77,S002,Bharat Distributors,3,8,2025-06-06,packs,28
P1124,Potatoes (1kg),Fruits & Vegetables,70.68,135.52,S001,Indian Wholesale Co.,3,1,2025-05-12,kg,14
P2314,Sanitary Pads (Pack of 10),Personal Care,354.5,549.23,S007,HomeCare Solutions,51,7,2026-12-13,g,436
P1905,Eggs (6 Pcs),Dairy & Bakery,56.35,84.36,S007,HomeCare Solutions,18,2,2025-08-28,packs,107
P1417,Sneakers (Size 9),Footwear,331.81,719.81,S006,Health Essentials Ltd.,5,23,2025-08-12,pcs,82
P2102,Socks (Pack of 3),Apparel,928.5,2278.81,S007,HomeCare Solutions,6,24,2026-06-14,pcs,72
P1715,Yogurt (Fruit 150g),Dairy & Bakery,150.21,207.17,S005,Apex Foods Pvt. Ltd.,16,2,2025-09-15,liters,70
P1665,Sneakers (Size 9),Footwear,743.13,1552.61,S005,Apex Foods Pvt. Ltd.,1,12,2026-09-27,pcs,28
P1381,Sandals (Size 8),Footwear,1185.65,2923.42,S005,Apex Foods Pvt. Ltd.,2,15,2026-02-21,pcs,42
P1913,Immunity Booster (Syrup 200ml),Health & Wellness,287.14,373.67,S003,Priya Grocers,23,4,2026-09-16,packs,204
P1639,Toor Dal (1kg),Grocery & Staples,112.81,266.08,S006,Health Essentials Ltd.,15,4,2026-07-02,kg,266
P1158,Paneer (200g),Dairy & Bakery,186.61,291.36,S006,Health Essentials Ltd.,4,2,2025-05-19,g,18
P1372,Matchbox (Pack of 10),Home & Kitchen,624.65,1440.4,S004,Quick Supply India,8,13,2025-08-02,kg,70
P1901,Tomatoes (500g),Fruits & Vegetables,23.52,28.97,S005,Apex Foods Pvt. Ltd.,31,1,2025-08-06,pcs,142
P1130,Immunity Booster (Syrup 200ml),Health & Wellness,694.17,856.15,S001,Indian Wholesale Co.,4,4,2024-08-17,ml,33
P1835,Immunity Booster (Syrup 200ml),Health & Wellness,279.39,412.24,S005,Apex Foods Pvt. Ltd.,9,5,2027-05-26,pcs,98
P1239,LED Bulb (9W),Electronics,48474.37,99894.96,S006,Health Essentials Ltd.,1,7,2025-02-18,units,34
P1839,Paneer (200g),Dairy & Bakery,140.25,170.9,S008,TechGadgets India,39,1,2025-09-06,liters,175
P2222,Namkeen (Aloo Bhujia 150g),Snacks & Beverages,53.45,68.4,S004,Quick Supply India,44,1,2027-02-14,liters,666
P1098,Milk (toned 1L),Dairy & Bakery,145.91,296.19,S002,Bharat Distributors,3,2,2025-06-27,packs,17
P1370,Hair Oil (Coconut 300ml),Personal Care,192.72,387.91,S002,Bharat Distributors,12,9,2027-05-07,pcs,139
P2203,Sneakers (Size 9),Footwear,750.07,1804.48,S008,TechGadgets India,3,12,2025-10-21,pcs,46
P1767,Dinner Set (4 Pcs),Utensils & Cookware,304.81,398.18,S008,TechGadgets India,4,5,2026-03-28,sets,68
P1172,Hand Wash (Neem 250ml),Personal Care,394.32,795.66,S002,Bharat Distributors,4,4,2024-09-01,packs,40
P2423,Coriander (Bunch),Fruits & Vegetables,83.93,206.42,S008,TechGadgets India,24,1,2025-08-03,pcs,117
P1698,Lemons (250g),Fruits & Vegetables,60.9,137.97,S007,HomeCare Solutions,31,1,2025-09-25,bunches,144
P1150,Potatoes (1kg),Fruits & Vegetables,83.0,113.97,S006,Health Essentials Ltd.,4,1,2025-05-12,bunches,21
P1681,Immunity Booster (Syrup 200ml),Health & Wellness,520.74,1281.79,S003,Priya Grocers,22,4,2026-09-01,pcs,164
P2467,Biscuits (Atta 100g),Snacks & Beverages,24.02,42.52,S005,Apex Foods Pvt. Ltd.,35,3,2026-04-11,ml,496
P1520,Chicken Breast (500g),Meat & Seafood,864.63,1502.0,S006,Health Essentials Ltd.,23,1,2025-08-29,kg,98
P1580,Paneer (200g),Dairy & Bakery,124.92,157.08,S005,Apex Foods Pvt. Ltd.,16,1,2025-09-20,dozens,87
P1432,Sandals (Size 8),Footwear,1447.05,3147.58,S001,Indian Wholesale Co.,1,18,2025-08-19,pcs,15
P2475,Soap (Sandalwood 125g),Personal Care,373.51,582.45,S005,Apex Foods Pvt. Ltd.,23,9,2027-04-04,g,210
P2386,Floor Cleaner (1L),Home & Kitchen,577.8,1442.7,S007,HomeCare Solutions,50,6,2027-04-17,pcs,285
P2180,Kitchen Towels (Roll),Home & Kitchen,523.5,1077.04,S004,Quick Supply India,19,7,2027-02-01,bottles,133
P2478,Eggs (6 Pcs),Dairy & Bakery,81.08,191.25,S003,Priya Grocers,15,1,2025-08-16,packs,85
P2433,Bananas (1 Dozen),Fruits & Vegetables,79.34,154.81,S008,TechGadgets India,27,1,2025-08-19,pcs,101
P2067,Toilet Cleaner (500ml),Home & Kitchen,304.05,616.44,S005,Apex Foods Pvt. Ltd.,38,5,2026-09-07,pcs,220
P1491,Basic Headphones,Electronics,12376.98,20308.29,S006,Health Essentials Ltd.,1,13,2027-06-03,pcs,15
P2238,Bread (Whole Wheat 400g),Dairy & Bakery,179.07,219.96,S006,Health Essentials Ltd.,29,2,2025-08-03,pcs,153
P1892,Potatoes (1kg),Fruits & Vegetables,26.95,39.52,S003,Priya Grocers,34,1,2025-07-18,kg,138
P1405,Tomatoes (500g),Fruits & Vegetables,24.84,44.75,S008,TechGadgets India,44,1,2025-08-31,bunches,152
P1598,Butter (100g),Dairy & Bakery,37.01,70.47,S007,HomeCare Solutions,10,2,2025-08-01,packs,54
P2437,Cola (2L),Snacks & Beverages,99.03,227.36,S005,Apex Foods Pvt. Ltd.,32,4,2026-12-24,bottles,419
P2322,Mustard Oil (1L),Grocery & Staples,291.19,376.93,S005,Apex Foods Pvt. Ltd.,18,5,2027-01-06,kg,351
